0 , 0 , 0 , 0 , 0
24 , 24 , 0 , 0 , 10575
48 , 48 , 0 , 0 , 19706
72 , 72 , 0 , 0 , 25067
96 , 97 , 4 , 4 , 50290
120 , 121 , 28 , 28 , 55170
144 , 145 , 52 , 52 , 57406
168 , 171 , 76 , 76 , 59902
192 , 197 , 97 , 97 , 66656
216 , 221 , 121 , 121 , 86238
240 , 245 , 144 , 144 , 89409
264 , 273 , 167 , 167 , 109131
288 , 297 , 191 , 191 , 112342
312 , 323 , 215 , 215 , 117050
336 , 349 , 234 , 234 , 142511
360 , 374 , 258 , 259 , 167213
384 , 406 , 282 , 291 , 177188
408 , 430 , 306 , 315 , 189013
432 , 458 , 330 , 343 , 200757
456 , 486 , 354 , 371 , 227369
480 , 512 , 378 , 397 , 232073
504 , 540 , 402 , 425 , 238587
528 , 566 , 426 , 451 , 242749
552 , 591 , 450 , 476 , 254964
576 , 615 , 474 , 500 , 265816
600 , 639 , 498 , 524 , 270278
624 , 665 , 522 , 550 , 278108
648 , 690 , 546 , 575 , 282534
672 , 714 , 570 , 599 , 293618
696 , 741 , 594 , 626 , 296475
720 , 769 , 618 , 654 , 307431
744 , 793 , 642 , 678 , 310365
768 , 817 , 666 , 702 , 312952
792 , 841 , 690 , 726 , 329030
816 , 865 , 714 , 750 , 346892
840 , 889 , 738 , 774 , 353665
864 , 917 , 762 , 802 , 360437
888 , 955 , 786 , 840 , 396975
912 , 985 , 810 , 869 , 414796
936 , 1009 , 834 , 893 , 423664
960 , 1033 , 858 , 917 , 455510
984 , 1057 , 882 , 941 , 459160
1008 , 1085 , 906 , 969 , 464090
1032 , 1112 , 930 , 994 , 474088
1056 , 1140 , 954 , 1022 , 492612
1080 , 1166 , 978 , 1048 , 524149
1104 , 1190 , 1002 , 1072 , 532694
1128 , 1214 , 1026 , 1096 , 553382
1152 , 1239 , 1050 , 1121 , 565842
1176 , 1265 , 1074 , 1147 , 570456
1200 , 1299 , 1098 , 1181 , 574263
1224 , 1325 , 1122 , 1207 , 579332
1248 , 1350 , 1146 , 1232 , 582842
1272 , 1379 , 1170 , 1261 , 585520
1296 , 1403 , 1194 , 1285 , 588176
1320 , 1430 , 1218 , 1312 , 594292
1344 , 1458 , 1242 , 1340 , 628234
1368 , 1482 , 1266 , 1364 , 640544
1392 , 1506 , 1290 , 1388 , 661873
1416 , 1531 , 1314 , 1413 , 665203
1440 , 1555 , 1338 , 1437 , 673567
1464 , 1585 , 1362 , 1467 , 685354
1488 , 1609 , 1386 , 1491 , 687924
1512 , 1633 , 1410 , 1515 , 697689
1536 , 1657 , 1434 , 1539 , 700962
1560 , 1681 , 1458 , 1563 , 730010
1584 , 1717 , 1482 , 1599 , 747019
1608 , 1751 , 1506 , 1633 , 756115
1632 , 1775 , 1530 , 1657 , 759804
