0 , 0 , 0 , 0 , 0
24 , 24 , 0 , 0 , 2477
48 , 48 , 0 , 0 , 5339
72 , 72 , 0 , 0 , 7746
96 , 96 , 8 , 8 , 19321
120 , 120 , 19 , 19 , 31560
144 , 144 , 37 , 37 , 36009
168 , 168 , 48 , 48 , 50959
192 , 194 , 53 , 53 , 64179
216 , 218 , 67 , 67 , 66675
240 , 242 , 80 , 80 , 82021
264 , 266 , 88 , 88 , 92408
288 , 290 , 97 , 97 , 99096
312 , 314 , 115 , 115 , 111744
336 , 338 , 119 , 119 , 116489
360 , 362 , 127 , 127 , 127887
384 , 386 , 151 , 151 , 155186
408 , 410 , 166 , 166 , 165639
432 , 434 , 188 , 188 , 169538
456 , 458 , 212 , 212 , 172987
480 , 482 , 228 , 228 , 186447
504 , 506 , 233 , 233 , 193966
528 , 530 , 247 , 247 , 200171
552 , 554 , 247 , 247 , 202226
576 , 578 , 247 , 247 , 217273
600 , 602 , 255 , 255 , 220295
602 , 604 , 255 , 255 , 221165
622 , 624 , 255 , 255 , 222833
632 , 634 , 255 , 255 , 232046
652 , 654 , 255 , 255 , 263469
676 , 678 , 255 , 255 , 273033
697 , 699 , 258 , 258 , 278408
697 , 699 , 258 , 258 , 278408
697 , 699 , 258 , 258 , 278408
707 , 709 , 258 , 258 , 281465
707 , 709 , 258 , 258 , 281465
717 , 719 , 258 , 258 , 296716
721 , 723 , 258 , 258 , 300496
721 , 723 , 258 , 258 , 300496
731 , 733 , 258 , 258 , 301203
741 , 743 , 258 , 258 , 303038
751 , 753 , 258 , 258 , 305369
771 , 773 , 258 , 258 , 309429
779 , 781 , 258 , 258 , 311998
785 , 787 , 258 , 258 , 312351
785 , 787 , 258 , 258 , 312351
795 , 797 , 258 , 258 , 313256
805 , 807 , 258 , 258 , 314315
815 , 817 , 258 , 258 , 316297
815 , 817 , 258 , 258 , 316297
825 , 827 , 258 , 258 , 317170
825 , 827 , 258 , 258 , 317170
835 , 837 , 258 , 258 , 320729
853 , 855 , 258 , 258 , 342448
877 , 879 , 258 , 258 , 356876
901 , 903 , 263 , 263 , 359481
925 , 927 , 263 , 263 , 362766
943 , 945 , 263 , 263 , 364520
943 , 945 , 263 , 263 , 364520
943 , 945 , 263 , 263 , 364520
943 , 945 , 263 , 263 , 364520
950 , 952 , 263 , 263 , 365904
950 , 952 , 263 , 263 , 365904
960 , 962 , 263 , 263 , 372740
963 , 965 , 263 , 263 , 372945
973 , 975 , 263 , 263 , 374182
983 , 985 , 263 , 263 , 377025
1007 , 1009 , 263 , 263 , 385322
1031 , 1033 , 263 , 263 , 390217
1041 , 1043 , 263 , 263 , 390891
1041 , 1043 , 263 , 263 , 390891
1041 , 1043 , 263 , 263 , 390891
1051 , 1053 , 263 , 263 , 391539
1061 , 1063 , 263 , 263 , 408270
1085 , 1087 , 268 , 268 , 426024
1109 , 1111 , 276 , 276 , 428078
