0 , 0 , 0 , 0 , 0
24 , 24 , 0 , 0 , 2089
48 , 48 , 0 , 0 , 18483
72 , 72 , 0 , 0 , 28367
90 , 90 , 3 , 3 , 35169
112 , 112 , 3 , 3 , 38186
132 , 132 , 3 , 3 , 59362
152 , 152 , 5 , 5 , 61005
152 , 152 , 5 , 5 , 61005
154 , 154 , 5 , 5 , 63630
178 , 178 , 5 , 5 , 65469
202 , 202 , 5 , 5 , 68747
218 , 218 , 5 , 5 , 70151
218 , 218 , 5 , 5 , 70151
220 , 220 , 5 , 5 , 72732
220 , 220 , 5 , 5 , 72732
230 , 230 , 5 , 5 , 73735
235 , 235 , 5 , 5 , 74036
242 , 242 , 5 , 5 , 74639
248 , 248 , 5 , 5 , 80899
258 , 258 , 5 , 5 , 82726
258 , 258 , 5 , 5 , 82726
268 , 268 , 5 , 5 , 86122
278 , 278 , 5 , 5 , 88358
278 , 278 , 5 , 5 , 88358
288 , 288 , 5 , 5 , 89479
288 , 288 , 5 , 5 , 89479
298 , 298 , 5 , 5 , 89971
298 , 298 , 5 , 5 , 89971
299 , 299 , 5 , 5 , 91831
303 , 303 , 5 , 5 , 92177
307 , 307 , 5 , 5 , 92444
317 , 317 , 5 , 5 , 95665
336 , 336 , 5 , 5 , 97939
336 , 336 , 5 , 5 , 97939
346 , 346 , 5 , 5 , 102649
366 , 366 , 5 , 5 , 120222
390 , 390 , 8 , 8 , 140364
414 , 414 , 9 , 9 , 142951
438 , 438 , 16 , 16 , 146817
462 , 462 , 18 , 18 , 149682
468 , 468 , 18 , 18 , 151132
468 , 468 , 18 , 18 , 151132
478 , 478 , 18 , 18 , 153122
488 , 488 , 18 , 18 , 156252
510 , 510 , 18 , 18 , 160758
526 , 526 , 18 , 18 , 161803
526 , 526 , 18 , 18 , 161803
533 , 533 , 18 , 18 , 162642
539 , 539 , 18 , 18 , 167625
539 , 539 , 18 , 18 , 167625
541 , 541 , 18 , 18 , 167785
541 , 541 , 18 , 18 , 167785
546 , 546 , 18 , 18 , 168137
550 , 550 , 18 , 18 , 168508
552 , 552 , 18 , 18 , 172497
554 , 554 , 18 , 18 , 172605
554 , 554 , 18 , 18 , 172605
564 , 564 , 18 , 18 , 173847
564 , 564 , 18 , 18 , 173847
574 , 574 , 18 , 18 , 175661
574 , 574 , 18 , 18 , 175661
576 , 576 , 18 , 18 , 175958
576 , 576 , 18 , 18 , 175958
586 , 586 , 18 , 18 , 176905
586 , 586 , 18 , 18 , 176905
586 , 586 , 18 , 18 , 176905
596 , 596 , 18 , 18 , 177612
605 , 605 , 18 , 18 , 178291
605 , 605 , 18 , 18 , 178291
615 , 615 , 18 , 18 , 179124
615 , 615 , 18 , 18 , 179124
625 , 625 , 18 , 18 , 187770
625 , 625 , 18 , 18 , 187770
635 , 635 , 18 , 18 , 213936
659 , 659 , 18 , 18 , 217299
683 , 685 , 20 , 22 , 223671
707 , 709 , 27 , 29 , 240461
731 , 733 , 44 , 46 , 246958
755 , 757 , 53 , 55 , 259275
779 , 781 , 66 , 68 , 274907
803 , 805 , 79 , 81 , 281504
827 , 829 , 81 , 83 , 286540
851 , 853 , 86 , 88 , 304839
875 , 877 , 88 , 90 , 312574
899 , 901 , 88 , 90 , 321506
923 , 925 , 92 , 94 , 327326
947 , 949 , 96 , 98 , 331716
971 , 973 , 112 , 114 , 368092
995 , 997 , 134 , 136 , 392269
1019 , 1021 , 158 , 160 , 396009
1043 , 1065 , 182 , 204 , 431730
1067 , 1089 , 206 , 228 , 435070
1091 , 1113 , 230 , 252 , 446433
